VALIDATED_BY,PUBLICATION,VALID,VILLAGE,LOCATION,STATE_NEW,LATITUDE,LONGITUDE,LAT_LONG,COUNTY|PARISH,STATE_OLD,MONTH_TEXT,MONTH_NUM,DAY,,YEAR,IMAGE|PAGE,
DAVIS,Herald of the times ,1,,Newport,RI,41.487552,-71.327084,"41.487552,-71.327084",,R.I.,May,5,9,,1833, Image 3,
DAVIS,Herald of the times ,1,,Newport,RI,41.487552,-71.327084,"41.487552,-71.327084",,R.I.,May,5,30,,1833, Image 3,
DAVIS,Herald of the times ,1,,Newport,RI,41.487552,-71.327084,"41.487552,-71.327084",,R.I.,June,6,13,,1833, Image 4,
DAVIS,Herald of the times ,1,,Newport,RI,41.487552,-71.327084,"41.487552,-71.327084",,R.I.,June,6,20,,1833, Image 4,
DAVIS,Herald of the times ,1,,Newport,RI,41.487552,-71.327084,"41.487552,-71.327084",,R.I.,June,6,27,,1833, Image 4,
DAVIS,Litchfield enquirer ,1,Tyringham,Litchfield,CT,39.17533,-89.65426,"39.17533,-89.65426",,Conn.,May,5,7,,1835, Image 4,
DAVIS,Litchfield enquirer ,1,,Litchfield,CT,39.17533,-89.65426,"39.17533,-89.65426",,Conn.,April,4,30,,1835, Image 3,
DAVIS,The Arkansas advocate ,1,Pleasant Hill,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,A.T. [Ark.],December,12,30,,1836, Image 4,
DAVIS,The Arkansas advocate ,1,Pleasant Hill,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,A.T. [Ark.],March,3,3,,1837, Image 4,
DAVIS,The Arkansas advocate ,1,Pleasant Hill,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,A.T. [Ark.],April,4,17,,1837, Image 4,
DAVIS,The Arkansas advocate ,1,Pleasant Hill,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,A.T. [Ark.],April,4,20,,1837, Image 4,
DAVIS,The Arkansas advocate ,1,Pleasant Hill,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,A.T. [Ark.],January,1,20,,1837, Image 3,
DAVIS,The Arkansas advocate ,1,Pleasant Hill,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,A.T. [Ark.],January,1,27,,1837, Image 1,
DAVIS,The Arkansas advocate ,1,Pleasant Hill,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,A.T. [Ark.],February,2,10,,1837, Image 1,
DAVIS,The Arkansas advocate ,1,Pleasant Hill,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,A.T. [Ark.],March,3,24,,1837, Image 4,
DAVIS,The Arkansas advocate ,1,Pleasant Hill,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,A.T. [Ark.],January,1,6,,1837, Image 4,
DAVIS,The Arkansas advocate ,1,Pleasant Hill,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,A.T. [Ark.],January,1,13,,1837, Image 3,
DAVIS,The Arkansas advocate ,1,Pleasant Hill,Little Rock,AR,34.746905,-92.280049,"34.746905,-92.280049",,A.T. [Ark.],February,2,3,,1837, Image 1,
DAVIS,Burlington free press ,1,,Burlington,VT,36.029833,-79.49161,"36.029833,-79.49161",,Vt.,March,3,31,,1837, Image 4,
DAVIS,Burlington free press ,1,,Burlington,VT,36.029833,-79.49161,"36.029833,-79.49161",,Vt.,March,3,31,,1837, Image 3,
DAVIS,Burlington free press ,1,,Burlington,VT,36.029833,-79.49161,"36.029833,-79.49161",,Vt.,March,3,9,,1838, Image 3,
DAVIS,Burlington free press ,1,,Burlington,VT,36.029833,-79.49161,"36.029833,-79.49161",,Vt.,March,3,16,,1838, Image 3,
DAVIS,Burlington free press ,1,,Burlington,VT,36.029833,-79.49161,"36.029833,-79.49161",,Vt.,April,4,20,,1838, Image 3,
DAVIS,Burlington free press ,1,,Burlington,VT,36.029833,-79.49161,"36.029833,-79.49161",,Vt.,April,4,5,,1839, Image 3,
DAVIS,Burlington free press ,1,,Burlington,VT,36.029833,-79.49161,"36.029833,-79.49161",,Vt.,April,4,12,,1839, Image 3,
DAVIS,Burlington free press ,1,,Burlington,VT,36.029833,-79.49161,"36.029833,-79.49161",,Vt.,April,4,19,,1839, Image 3,
DAVIS,Burlington free press ,1,,Burlington,VT,36.029833,-79.49161,"36.029833,-79.49161",,Vt.,April,4,26,,1839, Image 3,
DAVIS,Edgefield advertiser ,1,,Edgefield,SC,33.767808,-81.987524,"33.767808,-81.987524",,S.C.,February,2,20,,1840, Image 3,
DAVIS,Edgefield advertiser ,1,,Edgefield,SC,33.767808,-81.987524,"33.767808,-81.987524",,S.C.,March,3,26,,1840, Image 4,
DAVIS,Edgefield advertiser ,1,,Edgefield,SC,33.767808,-81.987524,"33.767808,-81.987524",,S.C.,April,4,22,,1841, Image 1,
DAVIS,Edgefield advertiser ,1,,Edgefield,SC,33.767808,-81.987524,"33.767808,-81.987524",,S.C.,February,2,25,,1841, Image 3,
DAVIS,Edgefield advertiser ,1,,Edgefield,SC,33.767808,-81.987524,"33.767808,-81.987524",,S.C.,March,3,4,,1841, Image 3,
DAVIS,Edgefield advertiser ,1,,Edgefield,SC,33.767808,-81.987524,"33.767808,-81.987524",,S.C.,March,3,11,,1841, Image 3,
DAVIS,Edgefield advertiser ,1,,Edgefield,SC,33.767808,-81.987524,"33.767808,-81.987524",,S.C.,March,3,25,,1841, Image 3,
DAVIS,Edgefield advertiser ,1,,Edgefield,SC,33.767808,-81.987524,"33.767808,-81.987524",,S.C.,April,4,29,,1841, Image 7,
DAVIS,The New Hampshire gazette ,1,,Portsmouth,NH,36.811498,-76.367715,"36.811498,-76.367715",,N.H.,May,5,31,,1842, Image 4,
DAVIS,The New Hampshire gazette ,1,,Portsmouth,NH,36.811498,-76.367715,"36.811498,-76.367715",,N.H.,May,5,17,,1842, Image 1,
DAVIS,The New Hampshire gazette ,1,,Portsmouth,NH,36.811498,-76.367715,"36.811498,-76.367715",,N.H.,May,5,10,,1842, Image 3,
DAVIS,Edgefield advertiser ,1,,Edgefield,SC,33.767808,-81.987524,"33.767808,-81.987524",,S.C.,March,3,23,,1842, Image 1,
DAVIS,Edgefield advertiser ,1,,Edgefield,SC,33.767808,-81.987524,"33.767808,-81.987524",,S.C.,March,3,30,,1842, Image 4,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,December,12,23,,1843, Image 4,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,December,12,9,,1843, Image 4,
DAVIS,Herald of the times ,1,,Newport,RI,41.487552,-71.327084,"41.487552,-71.327084",,R.I.,April,4,13,,1843, Image 3,
DAVIS,Herald of the times ,1,,Newport,RI,41.487552,-71.327084,"41.487552,-71.327084",,R.I.,April,4,6,,1843, Image 3,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,February,2,3,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,January,1,6,,1844, Image 4,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,January,1,27,,1844, Image 4,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,March,3,23,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,June,6,15,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,July,7,20,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,May,5,18,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,February,2,17,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,June,6,8,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,July,7,27,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,August,8,3,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,August,8,10,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,August,8,17,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,June,6,1,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,February,2,24,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,March,3,2,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,March,3,9,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,April,4,13,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,April,4,20,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,April,4,27,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,May,5,4,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,May,5,11,,1844, Image 2,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,January,1,20,,1844, Image 4,
DAVIS,Baton-Rouge gazette ,1,,Baton-Rouge,LA,30.44924,-91.185607,"30.44924,-91.185607",,La.,July,7,6,,1844, Image 2,
DAVIS,Herald of the times ,1,,Newport,RI,41.487552,-71.327084,"41.487552,-71.327084",,R.I.,May,5,22,,1845, Image 1,
DAVIS,Herald of the times ,1,,Newport,RI,41.487552,-71.327084,"41.487552,-71.327084",,R.I.,May,5,6,,1845, Image 3,
DAVIS,Herald of the times ,1,,Newport,RI,41.487552,-71.327084,"41.487552,-71.327084",,R.I.,April,4,10,,1845, Image 3,
DAVIS,Democratic banner,1,,Bowling Green,MO,37.017407,-86.451752,"37.017407,-86.451752", Pike County,Mo.,April,4,5,,1847, Image 3,
DAVIS,Democratic banner ,1,,Bowling Green,MO,37.017407,-86.451752,"37.017407,-86.451752", Pike County,Mo.,May,5,10,,1847, Image 4,
DAVIS,Democratic banner ,1,,Bowling Green,MO,37.017407,-86.451752,"37.017407,-86.451752", Pike County,Mo.,May,5,31,,1847, Image 4,
DAVIS,Democratic banner ,1,,Bowling Green,MO,37.017407,-86.451752,"37.017407,-86.451752", Pike County,Mo.,May,5,17,,1847, Image 4,
DAVIS,Democratic banner ,1,,Bowling Green,MO,37.017407,-86.451752,"37.017407,-86.451752", Pike County,Mo.,May,5,24,,1847, Image 4,
DAVIS,Democratic banner ,1,,Bowling Green,MO,37.017407,-86.451752,"37.017407,-86.451752", Pike County,Mo.,June,6,7,,1847, Image 4,
DAVIS,Democratic banner ,1,,Bowling Green,MO,37.017407,-86.451752,"37.017407,-86.451752", Pike County,Mo.,June,6,14,,1847, Image 3,
DAVIS,The New Hampshire gazette and Republican union ,1,,Portsmouth,NH,36.811498,-76.367715,"36.811498,-76.367715",,N.H.,April,4,17,,1849, Image 3,
DAVIS,The New Hampshire gazette and Republican union ,1,,Portsmouth,NH,36.811498,-76.367715,"36.811498,-76.367715",,N.H.,March,3,27,,1849, Image 3,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,March,3,6,,1851, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,March,3,8,,1851, Image 3,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,March,3,10,,1851, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,April,4,17,,1851, Image 3,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,April,4,18,,1851, Image 3,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,March,3,4,,1851, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,March,3,22,,1851, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,March,3,24,,1851, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,March,3,26,,1851, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,April,4,4,,1851, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,January,1,24,,1851, Image 3,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,January,1,21,,1851, Image 3,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,February,2,20,,1851, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,April,4,16,,1851, Image 3,
DAVIS,"Port Tobacco times, and Charles County advertiser. ",1,,Port Tobacco,MD,38.504699,-77.037862,"38.504699,-77.037862",,Md.,April,4,9,,1851, Image 3,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,March,3,10,,1852, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,March,3,8,,1852, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,March,3,9,,1852, Image 1,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,February,2,16,,1852, Image 3,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,February,2,26,,1852, Image 4,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,March,3,5,,1852, Image 4,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,February,2,17,,1852, Image 4,
DAVIS,Alexandria gazette ,1,,Alexandria,VA,38.819853,-77.059645,"38.819853,-77.059645",,D.C.,February,2,20,,1852, Image 4,
